ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
12655,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12656,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12657,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12658,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12659,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12660,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12661,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12662,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12663,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12664,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12665,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12666,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12667,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12668,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12669,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12670,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12671,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12672,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12673,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12674,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12675,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12676,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12677,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12678,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12679,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12680,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12681,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 1/Level 2,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12682,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12683,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12684,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12685,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12686,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12687,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12688,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12689,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12690,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12691,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12692,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12693,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12694,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12695,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12696,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12697,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12698,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12699,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12700,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12701,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12702,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12703,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12704,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12705,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12706,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12707,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12708,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12709,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12710,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12711,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12712,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12713,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12714,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12715,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12716,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12717,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12718,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12719,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12720,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 2,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
